id,MEMBERSHIP_TERM_YEARS,ANNUAL_FEES,MEMBER_MARITAL_STATUS,MEMBER_GENDER,MEMBER_ANNUAL_INCOME,MEMBER_OCCUPATION_CD,MEMBERSHIP_PACKAGE,MEMBER_AGE_AT_ISSUE,ADDITIONAL_MEMBERS,PAYMENT_MODE,AGENT_CODE,MEMBERSHIP_STATUS,START_DATE,END_DATE
8000,102,152325.0,,M,,1.0,TYPE-A,8,0,ANNUAL,1136499,0,20101223,
8001,48,200000.0,M,M,750000.0,1.0,TYPE-B,46,3,ANNUAL,928755,0,20100618,
8002,22,175000.48,,M,,6.0,TYPE-A,78,2,ANNUAL,1442544,0,20131113,
8003,12,150000.0,,,,4.0,TYPE-B,27,3,ANNUAL,122577,1,20071231,20090226.0
8004,12,100000.0,,F,,1.0,TYPE-B,60,2,ANNUAL,1102700,0,20110314,
8005,32,199997.99,M,M,,6.0,TYPE-A,64,3,ANNUAL,1234800,0,20130725,
8006,12,450000.0,,F,,6.0,TYPE-B,62,2,ANNUAL,630055,1,20120319,20130518.0
8007,12,150001.2,M,M,349992.0,1.0,TYPE-B,37,1,MONTHLY,1228033,1,20120614,20121013.0
8008,95,299999.86,,M,300000.0,2.0,TYPE-A,34,0,ANNUAL,1347266,0,20130131,
8009,12,150000.0,M,M,800004.0,1.0,TYPE-B,38,3,ANNUAL,606300,0,20091009,
8010,54,100000.0,M,M,999996.0,1.0,TYPE-B,41,2,ANNUAL,739255,0,20100723,
8011,91,100137.12,,M,949992.0,2.0,TYPE-A,41,0,MONTHLY,403322,0,20130923,
8012,12,100000.0,M,M,999996.0,1.0,TYPE-B,39,1,ANNUAL,944999,0,20100331,
8013,17,111337.2,M,M,,6.0,TYPE-A,64,2,MONTHLY,1097733,0,20130910,
8014,64,100200.0,S,M,324996.0,1.0,TYPE-B,28,0,MONTHLY,767622,1,20100426,20100823.0
8015,12,400000.0,,M,499992.0,1.0,TYPE-B,57,0,ANNUAL,1208455,0,20130830,
8016,12,200000.0,M,M,1200000.0,1.0,TYPE-B,41,3,ANNUAL,1082922,0,20110114,
8017,42,100000.0,M,M,399996.0,1.0,TYPE-B,53,1,ANNUAL,305777,0,20100319,
8018,94,100147.79,,M,900000.0,2.0,TYPE-A,50,0,ANNUAL,848099,0,20120330,
8019,22,309299.75,M,M,1599996.0,2.0,TYPE-A,60,2,ANNUAL,343488,0,20130827,
8020,27,100000.0,M,M,350004.0,1.0,TYPE-B,57,2,ANNUAL,12833,0,20090626,
8021,50,100001.0,M,M,999996.0,1.0,TYPE-B,45,2,ANNUAL,704711,0,20100202,
8022,12,100000.0,M,M,1500000.0,1.0,TYPE-B,49,3,ANNUAL,234566,0,20100329,
8023,12,100000.0,M,M,,6.0,TYPE-B,62,1,ANNUAL,1396833,0,20130331,
8024,17,125999.88,,F,,6.0,TYPE-A,63,0,MONTHLY,343344,0,20131118,
8025,12,120000.96,M,F,499992.0,2.0,TYPE-B,38,2,MONTHLY,1149922,0,20120224,
8026,12,100000.0,M,M,699996.0,2.0,TYPE-B,36,1,ANNUAL,1219222,1,20120222,20130423.0
8027,92,101991.71,,F,3999996.0,2.0,TYPE-A,44,0,ANNUAL,1340400,0,20130331,
8028,22,178000.36,,F,499992.0,2.0,TYPE-A,81,0,ANNUAL,1256566,0,20131025,
8029,17,270950.45,,M,,6.0,TYPE-A,62,3,ANNUAL,1244022,0,20131129,
8030,27,100000.0,M,M,300000.0,5.0,TYPE-B,39,1,ANNUAL,423733,0,20091231,
8031,43,200000.0,M,M,498996.0,1.0,TYPE-B,52,2,ANNUAL,1124200,0,20100831,
8032,71,125911.2,M,M,349992.0,2.0,TYPE-A,33,1,SEMI-ANNUAL,1354033,0,20131028,
8033,12,100000.0,S,M,199992.0,2.0,TYPE-B,20,0,ANNUAL,1199877,0,20120131,
8034,22,100000.0,M,F,279996.0,1.0,TYPE-B,36,1,ANNUAL,334844,1,20091230,20120226.0
8035,17,100000.0,M,M,375000.0,1.0,TYPE-B,35,3,QUARTERLY,166177,0,20080227,
8036,61,100000.0,M,F,350004.0,1.0,TYPE-B,34,2,QUARTERLY,605866,1,20100304,20100803.0
8037,34,300001.0,M,M,,6.0,TYPE-B,61,3,ANNUAL,563644,0,20100326,
8038,12,200000.0,M,M,1800000.0,1.0,TYPE-B,35,1,SEMI-ANNUAL,1306455,0,20120330,
8039,12,252200.0,,M,499992.0,1.0,TYPE-B,63,0,ANNUAL,807544,0,20120221,
8040,31,200000.0,W,F,500004.0,1.0,TYPE-B,63,0,SEMI-ANNUAL,954955,1,20100630,20120226.0
8041,17,118199.76,,M,799992.0,1.0,TYPE-A,61,1,MONTHLY,343466,0,20121130,
8042,17,119686.67,M,M,799992.0,1.0,TYPE-A,55,1,ANNUAL,343344,0,20130605,
8043,60,150000.0,M,F,500004.0,1.0,TYPE-B,35,1,SEMI-ANNUAL,935366,0,20100531,
8044,27,100000.0,S,M,300000.0,1.0,TYPE-B,20,0,ANNUAL,857155,1,20100304,20110503.0
8045,12,150000.0,M,M,4299996.0,1.0,TYPE-B,39,1,ANNUAL,599266,1,20101216,20120214.0
8046,12,199999.99,M,M,999996.0,1.0,TYPE-B,48,2,ANNUAL,831011,1,20120228,20130429.0
8047,27,100054.6,,F,799992.0,2.0,TYPE-A,48,0,ANNUAL,923455,0,20130719,
8048,17,128934.2,,M,,6.0,TYPE-A,60,1,SEMI-ANNUAL,347755,0,20131119,
8049,9,120000.96,M,M,500004.0,1.0,TYPE-B,33,1,MONTHLY,876877,0,20100322,
8050,50,109674.0,M,M,438996.0,2.0,TYPE-A,55,3,ANNUAL,1273255,0,20120229,
8051,27,100000.0,M,M,500004.0,1.0,TYPE-B,39,2,ANNUAL,873622,1,20100409,20110606.0
8052,17,125000.0,M,F,360000.0,1.0,TYPE-B,43,2,ANNUAL,91844,0,20080630,
8053,19,100000.0,S,M,699996.0,1.0,TYPE-B,76,0,ANNUAL,20500,0,20100107,
8054,12,100000.0,M,M,350004.0,5.0,TYPE-B,46,3,SEMI-ANNUAL,560888,0,20090330,
8055,27,100000.0,M,M,349992.0,5.0,TYPE-B,36,3,ANNUAL,756688,0,20100226,
8056,12,100000.0,,F,,1.0,TYPE-B,52,0,SEMI-ANNUAL,876999,1,20101126,20130725.0
8057,32,118205.04,M,M,1500000.0,1.0,TYPE-A,43,1,MONTHLY,20566,0,20120911,
8058,40,100000.0,M,F,600000.0,1.0,TYPE-B,54,2,ANNUAL,949499,0,20100531,
8059,9,100000.0,M,M,350004.0,1.0,TYPE-B,50,2,ANNUAL,739211,0,20100226,
8060,17,300000.36,,F,,4.0,TYPE-A,39,0,ANNUAL,343477,0,20130924,
8061,17,118207.6,,F,249996.0,1.0,TYPE-A,51,0,QUARTERLY,343344,0,20120720,
8062,12,100000.0,M,M,500004.0,1.0,TYPE-B,59,2,ANNUAL,872455,0,20100730,
8063,17,100000.0,M,M,2499996.0,1.0,TYPE-B,39,3,ANNUAL,629933,0,20100331,
8064,32,102061.9,,M,1299996.0,1.0,TYPE-A,36,0,SEMI-ANNUAL,1262033,0,20120118,
8065,39,200000.0,M,F,660000.0,1.0,TYPE-B,55,1,SEMI-ANNUAL,806100,1,20100819,20110420.0
8066,17,100000.0,,,,1.0,TYPE-B,49,0,SEMI-ANNUAL,47399,0,20071211,
8067,17,119999.88,M,M,500004.0,1.0,TYPE-B,48,1,MONTHLY,265755,0,20080723,
8068,81,500000.47,,M,499992.0,1.0,TYPE-A,61,0,ANNUAL,1157900,1,20111130,20121228.0
8069,22,100000.0,S,M,349992.0,1.0,TYPE-B,30,0,SEMI-ANNUAL,642044,0,20090813,
8070,12,100000.0,M,M,300000.0,1.0,TYPE-B,47,3,SEMI-ANNUAL,399144,1,20081229,20090827.0
8071,86,100413.91,,M,,1.0,TYPE-A,41,0,ANNUAL,1027144,1,20110328,20120427.0
8072,17,100000.0,S,M,300000.0,1.0,TYPE-B,29,0,SEMI-ANNUAL,405155,0,20090331,
8073,12,997000.0,M,M,699996.0,2.0,TYPE-B,42,2,SEMI-ANNUAL,1252533,0,20130331,
8074,23,100000.0,M,F,2205444.0,1.0,TYPE-B,72,2,ANNUAL,280466,0,20100129,
8075,17,130516.55,,M,499992.0,2.0,TYPE-A,60,0,ANNUAL,1234011,0,20130627,
8076,27,100000.0,M,F,,4.0,TYPE-B,34,3,QUARTERLY,990277,1,20100610,20101109.0
8077,27,150490.78,M,M,874992.0,1.0,TYPE-A,44,3,ANNUAL,1079488,0,20130430,
8078,17,119997.0,M,M,600000.0,1.0,TYPE-A,38,2,MONTHLY,21022,0,20120316,
8079,49,120000.0,M,M,300000.0,1.0,TYPE-B,46,1,MONTHLY,1079277,0,20100625,
8080,12,100000.0,M,M,360000.0,1.0,TYPE-B,45,3,ANNUAL,188844,0,20080306,
8081,12,100000.0,M,M,800004.0,1.0,TYPE-B,36,2,ANNUAL,616288,0,20090731,
8082,22,103999.66,D,F,360000.0,2.0,TYPE-A,55,0,ANNUAL,347811,0,20130711,
8083,22,100000.0,M,M,480000.0,1.0,TYPE-B,47,2,ANNUAL,812211,0,20100913,
8084,12,100000.0,,M,,1.0,TYPE-B,38,1,ANNUAL,620733,1,20101228,20130226.0
8085,12,100000.0,S,M,350004.0,5.0,TYPE-B,19,0,QUARTERLY,21699,0,20090316,
8086,74,502573.49,M,F,800004.0,1.0,TYPE-A,29,3,ANNUAL,1003666,1,20110331,20120427.0
8087,12,100000.0,,F,,1.0,TYPE-B,47,0,ANNUAL,990166,1,20110131,20120328.0
8088,12,100000.0,S,M,499992.0,2.0,TYPE-B,23,0,ANNUAL,1349699,0,20120830,
8089,45,1250050.0,M,M,2000004.0,1.0,TYPE-B,49,3,ANNUAL,1127233,0,20100823,
8090,17,100000.0,M,M,399996.0,1.0,TYPE-B,45,2,ANNUAL,792966,0,20091021,
8091,12,200000.0,S,M,3999996.0,1.0,TYPE-B,29,0,ANNUAL,441788,0,20121220,
8092,12,100000.0,M,M,324912.0,1.0,TYPE-B,41,3,ANNUAL,664844,0,20100528,
8093,12,100000.99,M,M,600000.0,1.0,TYPE-B,50,2,ANNUAL,1184222,1,20110318,20130514.0
8094,40,100000.0,W,M,499992.0,1.0,TYPE-B,55,0,ANNUAL,256488,1,20100125,20110326.0
8095,12,200000.0,M,M,799992.0,2.0,TYPE-B,41,2,ANNUAL,1375133,0,20130312,
8096,22,206180.06,M,F,,4.0,TYPE-A,52,1,ANNUAL,348355,0,20131118,
8097,17,121195.32,M,F,1500000.0,1.0,TYPE-A,39,2,MONTHLY,348355,0,20130118,
8098,22,200000.0,,M,,1.0,TYPE-B,62,0,ANNUAL,1084700,1,20101129,20111227.0
8099,93,125144.78,,M,499992.0,1.0,TYPE-A,44,0,ANNUAL,161144,1,20110819,20120918.0
8100,66,100010.0,,,,1.0,TYPE-B,55,1,ANNUAL,890699,0,20100831,
8101,17,100000.0,M,M,549996.0,1.0,TYPE-B,34,3,ANNUAL,200533,0,20090630,
8102,17,100492.81,,F,,1.0,TYPE-A,54,0,ANNUAL,910399,0,20101029,
8103,67,300443.17,,M,,6.0,TYPE-A,73,3,ANNUAL,1219322,1,20120518,20130617.0
8104,86,272976.2,,M,2638860.0,2.0,TYPE-A,47,0,ANNUAL,1291655,0,20120330,
8105,17,100000.0,M,M,600000.0,5.0,TYPE-B,43,1,ANNUAL,183622,0,20090821,
8106,12,100000.0,M,M,1500000.0,1.0,TYPE-B,46,3,ANNUAL,1280800,0,20120322,
8107,22,150001.2,M,M,399996.0,1.0,TYPE-B,36,2,MONTHLY,1011066,1,20100603,20110502.0
8108,22,100000.0,M,M,290004.0,5.0,TYPE-B,23,3,ANNUAL,845222,0,20100105,
8109,71,411437.44,,M,1999992.0,2.0,TYPE-A,63,2,ANNUAL,1290566,0,20111230,
8110,17,100000.0,M,F,330000.0,1.0,TYPE-B,49,3,SEMI-ANNUAL,439133,0,20090330,
8111,17,123703.56,M,F,,4.0,TYPE-A,45,1,MONTHLY,343355,0,20130708,
8112,17,100000.0,M,M,452664.0,1.0,TYPE-B,44,3,ANNUAL,81655,0,20090409,
8113,12,285720.0,M,F,129924.0,1.0,TYPE-B,49,1,ANNUAL,1177722,0,20110331,
8114,12,100000.0,,M,999996.0,1.0,TYPE-B,56,0,ANNUAL,1115800,0,20130318,
8115,62,157606.26,,F,699996.0,2.0,TYPE-A,39,1,ANNUAL,1219322,1,20120511,20130610.0
8116,17,111998.2,M,F,300000.0,2.0,TYPE-A,63,3,QUARTERLY,348022,0,20130326,
8117,17,100000.0,S,M,600000.0,1.0,TYPE-B,22,0,ANNUAL,495111,1,20081126,20110125.0
8118,12,102000.72,,M,,1.0,TYPE-B,29,3,MONTHLY,678633,1,20110331,20110727.0
8119,92,126646.08,,M,1500000.0,1.0,TYPE-A,44,0,MONTHLY,343344,0,20131031,
8120,17,100000.0,M,M,500004.0,1.0,TYPE-B,27,2,ANNUAL,484633,0,20090908,
8121,22,103090.06,,M,799992.0,2.0,TYPE-A,52,0,ANNUAL,1358200,0,20130218,
8122,27,206000.0,,,,1.0,TYPE-B,64,0,SEMI-ANNUAL,270766,0,20100730,
8123,9,119999.88,M,M,324996.0,1.0,TYPE-B,29,3,MONTHLY,472955,1,20090120,20090519.0
8124,12,110000.0,,M,499992.0,1.0,TYPE-B,61,0,ANNUAL,1102700,0,20111121,
8125,17,123709.3,M,M,96000.0,2.0,TYPE-A,60,1,ANNUAL,348355,0,20121231,
8126,22,150000.0,M,M,999996.0,5.0,TYPE-B,50,2,ANNUAL,629933,0,20100217,
8127,17,100000.0,M,M,9999996.0,1.0,TYPE-B,41,3,ANNUAL,47399,0,20090330,
8128,63,100514.54,M,M,800004.0,1.0,TYPE-A,42,1,ANNUAL,832244,1,20110228,20120329.0
8129,43,200000.0,M,M,180000.0,1.0,TYPE-B,52,1,SEMI-ANNUAL,666455,0,20100708,
8130,37,100000.0,M,M,720000.0,1.0,TYPE-B,38,2,ANNUAL,7555,0,20070615,
8131,17,199000.0,M,M,1449996.0,1.0,TYPE-B,34,1,ANNUAL,49555,0,20080729,
8132,100,399999.88,,M,,1.0,TYPE-A,28,0,ANNUAL,1003666,0,20110331,
8133,70,201000.45,S,M,300000.0,1.0,TYPE-A,35,0,ANNUAL,1294011,1,20120223,20130325.0
8134,12,100000.0,M,M,500004.0,1.0,TYPE-B,58,3,ANNUAL,506499,0,20081124,
8135,17,251079.6,M,F,600000.0,2.0,TYPE-A,55,3,ANNUAL,1391000,0,20130331,
8136,39,100000.0,M,M,300000.0,1.0,TYPE-B,55,1,ANNUAL,861711,1,20100226,20110427.0
8137,44,150789.56,M,M,2499996.0,1.0,TYPE-A,61,1,ANNUAL,794088,0,20110331,
8138,32,800006.4,M,F,1500000.0,1.0,TYPE-B,53,1,MONTHLY,343411,0,20090429,
8139,17,103069.88,M,F,600000.0,1.0,TYPE-A,59,2,SEMI-ANNUAL,1079488,0,20130621,
8140,93,120660.11,,M,,1.0,TYPE-A,48,0,ANNUAL,1192366,0,20110131,
8141,21,100000.0,M,M,,6.0,TYPE-B,74,2,ANNUAL,20500,1,20100115,20110310.0
8142,27,150000.0,M,M,1200000.0,1.0,TYPE-B,36,3,ANNUAL,951400,1,20100524,20110723.0
8143,17,124197.24,,M,600000.0,1.0,TYPE-A,69,2,MONTHLY,348055,0,20131031,
8144,17,122980.32,M,M,999996.0,2.0,TYPE-A,44,3,MONTHLY,348100,0,20130610,
8145,17,103089.71,M,F,450000.0,,TYPE-A,45,2,ANNUAL,1288311,0,20130325,
8146,17,124142.64,S,M,499992.0,2.0,TYPE-A,50,0,MONTHLY,343344,0,20130722,
8147,12,100000.0,M,M,500004.0,1.0,TYPE-B,56,3,SEMI-ANNUAL,654311,0,20100329,
8148,12,400000.0,M,M,500004.0,1.0,TYPE-B,73,1,QUARTERLY,348166,1,20090415,20090905.0
8149,12,100000.8,S,M,150000.0,1.0,TYPE-B,33,0,MONTHLY,67766,1,20080124,20080523.0
8150,17,200000.0,M,M,860004.0,1.0,TYPE-B,35,1,SEMI-ANNUAL,248644,1,20081231,20090827.0
8151,22,100000.45,,F,,6.0,TYPE-A,71,0,ANNUAL,1322299,0,20130626,
8152,12,150000.0,M,M,600000.0,2.0,TYPE-B,41,3,ANNUAL,1317722,1,20120726,20130924.0
8153,102,101316.84,,M,780000.0,1.0,TYPE-A,33,0,MONTHLY,1410655,0,20130906,
8154,12,240001.92,S,M,180000.0,5.0,TYPE-B,24,0,MONTHLY,1239877,1,20111018,20120617.0
8155,45,1250050.0,M,M,2000004.0,1.0,TYPE-B,49,3,ANNUAL,1127233,1,20100920,20111119.0
8156,16,100000.0,M,M,275004.0,5.0,TYPE-B,58,1,ANNUAL,260122,0,20080910,
8157,27,150001.2,,,,1.0,TYPE-B,58,0,MONTHLY,702966,1,20100331,20100727.0
8158,12,300000.0,M,F,1099992.0,5.0,TYPE-B,43,3,ANNUAL,532155,1,20120229,20130429.0
8159,75,100514.82,,F,,1.0,TYPE-A,54,0,ANNUAL,872033,0,20110117,
8160,47,1250050.0,M,F,2000004.0,1.0,TYPE-B,47,1,ANNUAL,1127233,1,20100920,20111119.0
8161,12,100000.8,S,M,349992.0,2.0,TYPE-B,22,0,MONTHLY,1364300,1,20130614,20131113.0
8162,12,100000.0,S,M,399996.0,1.0,TYPE-B,30,0,SEMI-ANNUAL,183111,1,20080326,20081125.0
8163,22,123706.8,M,M,349992.0,1.0,TYPE-A,52,3,MONTHLY,348044,0,20130724,
8164,12,100000.0,M,F,360000.0,1.0,TYPE-B,59,2,QUARTERLY,764355,0,20100118,
8165,27,1000000.0,,,,1.0,TYPE-B,53,0,ANNUAL,1128188,0,20100909,
8166,27,125000.0,M,M,600000.0,1.0,TYPE-B,24,1,ANNUAL,811344,0,20100317,
8167,38,125000.0,W,F,1290000.0,1.0,TYPE-B,56,0,ANNUAL,1048922,0,20100730,
8168,17,250000.0,S,M,500004.0,1.0,TYPE-B,25,0,ANNUAL,200533,1,20091231,20110226.0
8169,12,200000.0,M,F,330000.0,1.0,TYPE-B,29,2,ANNUAL,879055,0,20100930,
8170,12,100000.0,M,M,1500000.0,1.0,TYPE-B,42,2,ANNUAL,1116766,0,20100831,
8171,12,160001.28,S,M,349992.0,2.0,TYPE-B,28,0,MONTHLY,1348855,0,20130321,
8172,22,100000.0,M,M,600000.0,1.0,TYPE-B,29,2,ANNUAL,368911,0,20081229,
8173,44,300000.0,M,M,999996.0,1.0,TYPE-B,51,1,ANNUAL,734233,1,20100331,20120527.0
8174,22,103909.57,,F,399996.0,2.0,TYPE-A,44,0,ANNUAL,1446933,0,20130930,
8175,93,240004.44,,M,557220.0,2.0,TYPE-A,52,0,MONTHLY,1358300,0,20130807,
8176,53,100000.0,M,F,,4.0,TYPE-B,29,1,ANNUAL,373200,1,20080730,20100926.0
8177,19,308000.17,M,M,3499992.0,1.0,TYPE-A,64,3,ANNUAL,1328544,0,20131029,
8178,12,222222.0,,M,799992.0,2.0,TYPE-B,56,1,ANNUAL,719811,1,20120314,20130513.0
8179,34,1500000.0,M,M,402120.0,1.0,TYPE-B,51,1,ANNUAL,193311,0,20080326,
8180,33,100000.0,W,F,500004.0,1.0,TYPE-B,62,0,SEMI-ANNUAL,544922,0,20100331,
8181,22,177314.85,D,F,1599996.0,1.0,TYPE-A,46,0,ANNUAL,343344,0,20130819,
8182,9,129354.0,M,M,999996.0,1.0,TYPE-B,46,3,ANNUAL,834266,1,20100127,20120327.0
8183,38,3000000.0,M,M,4200000.0,1.0,TYPE-B,56,1,SINGLE-PREMIUM,630311,0,20100331,
8184,17,199981.93,M,M,1999992.0,1.0,TYPE-A,46,3,ANNUAL,1097755,0,20130111,
8185,17,199988.62,,M,799992.0,1.0,TYPE-A,70,1,SEMI-ANNUAL,348144,0,20121227,
8186,22,123712.8,M,M,450000.0,2.0,TYPE-A,39,3,MONTHLY,343377,0,20130814,
8187,19,100000.0,,,,1.0,TYPE-B,37,3,ANNUAL,475455,0,20090115,
8188,19,120000.0,M,M,,6.0,TYPE-B,75,1,SEMI-ANNUAL,309877,1,20100519,20110118.0
8189,45,600004.8,M,M,1500000.0,1.0,TYPE-B,39,1,MONTHLY,437911,0,20081226,
8190,80,100000.35,,M,399996.0,1.0,TYPE-A,53,0,ANNUAL,1234800,1,20111031,20121127.0
8191,95,249999.6,,M,999996.0,2.0,TYPE-A,34,0,ANNUAL,1301555,0,20120330,
8192,12,500000.0,M,M,1500000.0,1.0,TYPE-B,52,3,ANNUAL,502200,1,20090831,20101027.0
8193,22,200008.0,M,M,597024.0,1.0,TYPE-B,40,1,SEMI-ANNUAL,259677,1,20091023,20100622.0
8194,17,134044.05,S,F,399996.0,1.0,TYPE-A,29,0,ANNUAL,343344,0,20130326,
8195,12,100000.0,M,M,270000.0,5.0,TYPE-B,42,3,ANNUAL,312511,0,20080825,
8196,27,100000.0,M,M,300000.0,1.0,TYPE-B,29,1,ANNUAL,861055,0,20100331,
8197,17,122627.69,,M,,6.0,TYPE-A,62,0,ANNUAL,910399,0,20101220,
8198,17,295194.0,M,M,799992.0,1.0,TYPE-A,53,2,MONTHLY,348355,0,20120924,
8199,12,100000.0,M,M,360000.0,1.0,TYPE-B,59,3,SEMI-ANNUAL,7999,0,20070709,
8200,67,100513.25,M,M,350004.0,1.0,TYPE-A,38,2,ANNUAL,1171533,1,20110131,20120227.0
8201,78,100514.7,S,M,999996.0,1.0,TYPE-A,25,0,ANNUAL,834266,1,20110331,20120427.0
8202,31,120000.96,M,M,500004.0,1.0,TYPE-B,53,3,MONTHLY,713900,0,20090826,
8203,56,200000.0,M,F,350004.0,1.0,TYPE-B,39,3,ANNUAL,582955,0,20100331,
8204,12,100000.0,S,M,399996.0,1.0,TYPE-B,23,0,ANNUAL,137655,0,20080922,
8205,12,100000.8,M,M,639996.0,1.0,TYPE-B,26,3,MONTHLY,368311,1,20080730,20081227.0
8206,71,101515.2,M,M,999996.0,1.0,TYPE-A,34,3,SEMI-ANNUAL,879277,1,20120109,20120805.0
8207,85,100000.04,,M,1200000.0,2.0,TYPE-A,54,0,SEMI-ANNUAL,959322,0,20111215,
8208,84,317343.75,,F,,1.0,TYPE-A,56,0,ANNUAL,1198022,0,20110225,
8209,65,150000.84,M,F,700320.0,2.0,TYPE-A,39,1,SEMI-ANNUAL,1340888,0,20130313,
8210,27,120000.96,M,M,860004.0,1.0,TYPE-B,30,1,MONTHLY,797700,0,20100120,
8211,12,100000.0,S,M,1200000.0,1.0,TYPE-B,33,0,ANNUAL,664844,0,20100727,
8212,17,299973.84,,M,799992.0,1.0,TYPE-A,71,1,MONTHLY,348144,0,20130325,
8213,12,120000.96,,M,634992.0,1.0,TYPE-B,38,1,MONTHLY,1275522,1,20120531,20120926.0
8214,12,100000.0,S,F,420000.0,1.0,TYPE-B,24,0,ANNUAL,1243888,0,20130628,
8215,27,100000.0,,,,1.0,TYPE-B,34,0,ANNUAL,684033,0,20100528,
8216,17,134495.16,M,M,3600000.0,1.0,TYPE-A,47,3,MONTHLY,343344,0,20131031,
8217,12,100000.8,M,M,300000.0,1.0,TYPE-B,40,3,MONTHLY,1152388,1,20101230,20110527.0
8218,17,121847.16,M,F,499992.0,1.0,TYPE-A,39,3,MONTHLY,343344,0,20120725,
8219,27,125000.0,M,F,500004.0,1.0,TYPE-B,49,1,ANNUAL,829455,1,20100112,20110313.0
8220,22,100000.0,M,M,440004.0,1.0,TYPE-B,45,3,SEMI-ANNUAL,576755,0,20090409,
8221,12,325000.0,,,,1.0,TYPE-B,52,0,ANNUAL,591966,1,20091127,20110126.0
8222,27,100000.0,S,M,350004.0,1.0,TYPE-B,26,0,ANNUAL,234566,1,20091224,20110221.0
8223,12,300002.4,,M,1220136.0,1.0,TYPE-B,59,0,MONTHLY,194900,1,20120330,20120727.0
8224,46,100000.0,M,M,350004.0,1.0,TYPE-B,49,1,ANNUAL,960566,0,20100630,
8225,27,100000.0,M,M,600000.0,1.0,TYPE-B,45,3,ANNUAL,893822,0,20100331,
8226,58,638322.0,M,M,2499996.0,2.0,TYPE-A,47,1,MONTHLY,1250866,0,20120629,
8227,12,100000.0,M,M,349992.0,1.0,TYPE-B,61,1,ANNUAL,744655,0,20100520,
8228,32,128958.84,M,F,349992.0,1.0,TYPE-A,25,2,SEMI-ANNUAL,1250011,0,20110928,
8229,41,100000.0,M,M,1500000.0,1.0,TYPE-B,54,1,ANNUAL,1110088,0,20100730,
8230,17,121877.52,M,F,399996.0,2.0,TYPE-A,58,3,MONTHLY,348355,0,20121120,
8231,12,102000.72,M,F,499992.0,2.0,TYPE-B,25,1,MONTHLY,1208455,1,20120516,20120914.0
8232,12,500000.0,M,M,1200000.0,1.0,TYPE-B,45,2,ANNUAL,362588,1,20100913,20121112.0
8233,44,100000.0,M,M,450000.0,1.0,TYPE-B,51,2,SEMI-ANNUAL,200533,0,20100211,
8234,17,129999.46,,F,499992.0,2.0,TYPE-A,55,0,ANNUAL,1214744,0,20130531,
8235,12,100000.0,M,F,,4.0,TYPE-B,58,3,ANNUAL,1347688,0,20130221,
8236,17,209817.34,,F,,6.0,TYPE-A,76,0,SEMI-ANNUAL,343344,0,20130918,
8237,17,100000.0,S,M,300000.0,1.0,TYPE-B,27,0,QUARTERLY,43600,1,20080331,20090226.0
8238,59,100000.0,S,M,300000.0,1.0,TYPE-B,24,0,QUARTERLY,669399,1,20090625,20091124.0
8239,17,166980.04,,M,,6.0,TYPE-A,77,1,SEMI-ANNUAL,343477,0,20130330,
8240,17,206180.05,,M,3999996.0,1.0,TYPE-A,64,3,ANNUAL,1208455,0,20130830,
8241,12,100000.0,M,M,429996.0,1.0,TYPE-B,58,3,ANNUAL,531077,1,20090915,20101114.0
8242,47,142000.0,M,M,999996.0,1.0,TYPE-B,48,3,ANNUAL,739300,0,20100310,
8243,12,199999.99,M,M,6999996.0,1.0,TYPE-B,60,2,ANNUAL,1275399,0,20111031,
8244,17,263691.02,S,F,600000.0,2.0,TYPE-A,48,0,ANNUAL,343477,0,20130913,
8245,27,100000.0,M,M,999996.0,,TYPE-A,54,1,ANNUAL,1395555,0,20130321,
8246,12,100000.0,,M,2599992.0,1.0,TYPE-B,44,3,ANNUAL,1191922,0,20121228,
8247,22,100005.0,,,,1.0,TYPE-B,60,0,ANNUAL,46099,0,20080428,
8248,12,100000.0,S,M,3500004.0,1.0,TYPE-B,35,0,ANNUAL,668522,0,20090930,
8249,22,102000.0,M,M,20000004.0,1.0,TYPE-B,41,1,MONTHLY,614299,1,20090213,20090612.0
8250,12,162001.2,,M,,1.0,TYPE-B,62,0,MONTHLY,1196233,1,20110304,20110703.0
8251,27,1000000.0,M,M,3999996.0,1.0,TYPE-B,33,1,ANNUAL,806988,0,20091231,
8252,17,100000.0,M,M,549996.0,1.0,TYPE-B,45,3,SEMI-ANNUAL,731811,0,20090930,
8253,17,120000.68,M,M,399996.0,2.0,TYPE-A,48,1,QUARTERLY,343488,0,20130612,
8254,22,100000.0,M,F,350004.0,5.0,TYPE-B,28,2,ANNUAL,587177,0,20090323,
8255,12,100000.0,M,M,799992.0,2.0,TYPE-B,43,2,ANNUAL,969622,0,20111230,
8256,47,1250050.0,M,F,2000004.0,1.0,TYPE-B,47,1,ANNUAL,1127233,1,20100920,20111119.0
8257,40,100000.8,M,F,300000.0,1.0,TYPE-B,39,1,MONTHLY,672211,0,20091006,
8258,38,100000.0,,,,1.0,TYPE-B,62,3,ANNUAL,693255,0,20091217,
8259,17,130000.0,M,M,650004.0,1.0,TYPE-B,25,1,SEMI-ANNUAL,106855,0,20080612,
8260,27,100000.8,S,M,800004.0,1.0,TYPE-B,39,0,MONTHLY,843322,1,20100218,20100617.0
8261,27,115285.8,,F,1999992.0,2.0,TYPE-A,34,0,MONTHLY,343455,0,20130827,
